num,kanji,meanings,grade,jlpt,readings,unicode
1351,弾,bullet:twang:flip:snap,8,1,ひ.く:-ひ.き:はず.む:たま:はじ.く:はじ.ける:ただ.す:はじ.きゆみ:ダン:タン,5f3e
1352,暖,warmth,6,2,あたた.か:あたた.かい:あたた.まる:あたた.める:ダン:ノン,6696
1353,談,discuss:talk,3,2,ダン,8ac7
1354,壇,podium:stage:rostrum:terrace,8,1,ダン:タン,58c7
1355,地,ground:earth,2,3,チ:ジ,5730
1356,池,pond:cistern:pool:reservoir,2,3,いけ:チ,6c60
1357,知,know:wisdom,2,3,し.る:し.らせる:チ,77e5
1358,値,price:cost:value,6,2,ね:あたい:チ,5024
1359,恥,shame:dishonor,8,2,は.じる:はじ:は.じらう:は.ずかしい:チ,6065
1360,致,doth:do:send:forward:cause:exert:incur:engage,8,1,いた.す:チ,81f4
1361,遅,slow:late:back:later,8,2,おく.れる:おく.らす:おそ.い:チ,9045
1362,痴,stupid:foolish,8,1,し.れる:おろか:チ,75f4
1363,稚,immature:young,8,1,いとけない:おさない:おくて:おでる:チ:ジ,7a1a
1364,置,placement:put:set:deposit:leave behind:keep:employ:pawn,4,2,お.く:-お.き:チ,7f6e
1365,緻,fine (i.e. not coarse),8,,こまか.い:チ,7dfb
1366,竹,bamboo,1,2,たけ:チク,7af9
1367,畜,livestock:domestic fowl and animals,8,2,チク,755c
1368,逐,pursue:drive away:chase:accomplish:attain:commit,8,1,チク,9010
1369,蓄,amass:raise:hoard:store,8,1,たくわ.える:チク,84c4
1370,築,fabricate:build:construct,5,2,きず.く:チク,7bc9
1371,秩,regularity:salary:order,8,1,チツ,79e9
1372,窒,plug up:obstruct,8,1,チツ,7a92
1373,茶,tea,2,3,チャ:サ,8336
1374,着,don:arrive:wear:counter for suits of clothing,3,3,き.る:-ぎ:き.せる:-き.せ:つ.く:つ.ける:チャク:ジャク,7740
1375,嫡,legitimate wife:direct descent (non-bastard),8,1,チャク:テキ,5ae1
1376,中,in:inside:middle:mean:center,1,4,なか:うち:あた.る:チュウ,4e2d
1377,仲,go-between:relationship,4,2,なか:チュウ,4ef2
1378,虫,insect:bug:temper,1,2,むし:チュウ:キ,866b
1379,沖,open sea:offing:rise high into sky,8,1,おき:おきつ:ちゅう.する:わく:チュウ,6c96
1380,宙,mid-air:air:space:sky:memorization:interval of time,6,2,チュウ,5b99
1381,忠,loyalty:fidelity:faithfulness,6,1,チュウ,5fe0
1382,抽,pluck:pull:extract:excel,8,1,ひき-:チュウ,62bd
1383,注,pour:irrigate:shed (tears):flow into:concentrate on:notes:comment:annotate,3,3,そそ.ぐ:さ.す:つ.ぐ:チュウ,6ce8
1384,昼,daytime:noon,2,3,ひる:チュウ,663c
1385,柱,pillar:post:cylinder:support,3,2,はしら:チュウ,67f1
1386,衷,inmost:heart:mind:inside,8,1,チュウ,8877
1387,酎,sake,8,,かも.す:チュウ:チュ,914e
1388,鋳,casting:mint,8,1,い.る:チュウ:イ:シュ:シュウ,92f3
1389,駐,stop-over:reside in:resident,8,2,チュウ,99d0
1390,著,renowned:publish:write:remarkable:phenomenal:put on:don:wear:arrival:finish (race):counter for suits of clothing:literary work,6,2,あらわ.す:いちじる.しい:チョ:チャク,8457
1391,貯,savings:store:lay in:keep:wear mustache,4,2,た.める:たくわ.える:チョ,8caf
1392,丁,street:ward:town:counter:even number:4th calendar sign,3,1,ひのと:チョウ:テイ:チン:トウ:チ,4e01
1393,弔,condolences:mourning:funeral,8,1,とむら.う:とぶら.う:チョウ,5f14
1394,庁,government office,6,2,やくしょ:チョウ:テイ,5e81
1395,兆,portent:10**12:trillion:sign:omen:symptoms,4,2,きざ.す:きざ.し:チョウ,5146
1396,町,town:village:block:street,1,3,まち:チョウ,753a
1397,長,long:leader:superior:senior,2,4,なが.い:おさ:チョウ,9577
1398,挑,challenge:contend for:make love to,8,1,いど.む:チョウ,6311
1399,帳,notebook:account book:album:curtain:veil:net:tent,3,1,とばり:チョウ,5e33
1400,張,lengthen:counter for bows & stringed instruments:stretch:spread:put up (tent),5,2,は.る:-は.り:-ば.り:チョウ,5f35
1401,彫,carve:engrave:chisel,8,1,ほ.る:-ぼ.り:チョウ,5f6b
1402,眺,stare:watch:look at:see:scrutinize,8,1,なが.める:チョウ,773a
1403,釣,angling:fish:catch:allure:ensnare,8,1,つ.る:つ.り:つ.り-:チョウ,91e3
1404,頂,place on the head:receive:top of head:top:summit:peak,6,2,いただ.く:いただき:チョウ,9802
1405,鳥,bird:chicken,2,3,とり:チョウ,9ce5
1406,朝,morning:dynasty:regime:epoch:period:(North) Korea,2,3,あさ:チョウ,671d
1407,貼,stick:paste:apply,8,,は.る:つ.く:テン:チョウ,8cbc
1408,超,transcend:super-:ultra-,8,2,こ.える:こ.す:チョウ,8d85
1409,腸,intestines:guts:bowels:viscera,4,1,はらわた:わた:チョウ,8178
1410,跳,hop:leap up:spring:jerk:prance:buck:splash:sputter:snap,8,1,は.ねる:と.ぶ:-と.び:チョウ,8df3
1411,徴,indications:sign:omen:symptom:collect:seek:refer to:question,8,1,しるし:チョウ:チ,5fb4
1412,嘲,ridicule:insult,8,,あざけ.る:チョウ:トウ,5632
1413,潮,tide:salt water:opportunity,6,1,しお:うしお:チョウ,6f6e
1414,澄,lucidity:be clear:clear:clarify:settle:strain:look grave,8,1,す.む:す.ます:-す.ます:チョウ,6f84
1415,調,tune:tone:meter:key (music):writing style:prepare:exorcise:investigate:harmonize:mediate,3,2,しら.べる:しら.べ:ととの.う:ととの.える:チョウ,8abf
1416,聴,listen:headstrong:naughty:careful inquiry,8,1,き.く:ゆる.す:チョウ:テイ,8074
1417,懲,penal:chastise:punish:discipline,8,1,こ.りる:こ.らす:こ.らしめる:チョウ,61f2
1418,直,straightaway:honesty:frankness:fix:repair,2,2,ただ.ちに:なお.す:-なお.す:なお.る:なお.き:す.ぐ:チョク:ジキ:ジカ,76f4
1419,勅,imperial order,8,1,いまし.める:みことのり:チョク,52c5
1420,捗,make progress,8,,はかど.る:チョク:ホ,6357
1421,沈,sink:be submerged:subside:be depressed:aloes,8,2,しず.む:しず.める:チン:ジン,6c88
1422,珍,rare:curious:strange,8,2,めずら.しい:たから:チン,73cd
1423,朕,majestic plural:imperial we,8,1,チン,6715
1424,陳,exhibit:state:relate:explain,8,1,ひ.ねる:チン,9673
1425,賃,fare:fee:hire:rent:wages:charge,6,2,チン,8cc3
1426,鎮,tranquilize:ancient peace-preservation centers,8,1,しず.める:しず.まる:おさえ:チン,93ae
1427,追,chase:drive away:follow:pursue:meanwhile,3,2,お.う:ツイ,8ffd
1428,椎,chinquapin:mallet:spine,8,1,つち:う.つ:ツイ:スイ,690e
1429,墜,crash:fall (down),8,1,お.ちる:お.つ:ツイ,589c
1430,通,traffic:pass through:avenue:commute:counter,2,3,とお.る:とお.り:-とお.り:-どお.り:とお.す:とお.し:-どお.し:かよ.う:ツウ:ツ,901a
1431,痛,pain:hurt:damage:bruise,6,2,いた.い:いた.む:いた.ましい:いた.める:ツウ,75db
1432,塚,hillock:mound,8,1,つか:-づか:チョウ,585a
1433,漬,pickling:soak:moisten:steep,8,1,つ.ける:つ.かる:-づ.け:-づけ:シ,6f2c
1434,坪,two-mat area:approx. thirty-six sq ft,8,1,つぼ:ヘイ,576a
1435,爪,claw:nail:talon,8,,つめ:つま-:ソウ,722a
1436,鶴,crane:stork,8,1,つる:カク,9db4
1437,低,lower:short:humble,4,3,ひく.い:ひく.める:ひく.まる:テイ,4f4e
1438,呈,display:offer:present:send:exhibit,8,1,テイ,5448
1439,廷,courts:imperial court:government office,8,1,テイ,5ef7
1440,弟,younger brother:faithful service to elders,2,3,おとうと:テイ:ダイ:デ,5f1f
1441,定,determine:fix:establish:decide,3,2,さだ.める:さだ.まる:さだ.か:テイ:ジョウ,5b9a
1442,底,bottom:sole:depth:bottom price:base:kind:sort,4,2,そこ:テイ,5e95
1443,抵,resist:reach:touch,8,1,テイ,62b5
1444,邸,residence:mansion,8,1,やしき:テイ,90b8
1445,亭,pavilion:restaurant:mansion:arbor:cottage:vaudeville:music hall:stage name,8,1,テイ:チン,4ead
1446,貞,upright:chastity:constancy:righteousness,8,1,さだ:テイ,8c9e
1447,帝,sovereign:the emperor:god:creator,8,1,みかど:テイ,5e1d
1448,訂,revise:correct:decide,8,1,ただ.す:テイ,8a02
1449,庭,courtyard:garden:yard,3,2,にわ:テイ,5ead
1450,逓,relay:in turn:sending,8,1,かわ.る:たがいに:テイ,9013
1451,停,halt:stopping,4,2,と.める:と.まる:テイ,505c
1452,偵,spy,8,1,テイ,5075
1453,堤,dike:bank:embankment,8,1,つつみ:テイ,5824
1454,提,propose:take along:carry in hand,5,1,さ.げる:テイ:チョウ:ダイ,63d0
1455,程,extent:degree:law:formula:distance:limits:amount,5,2,ほど:-ほど:テイ,7a0b
1456,艇,rowboat:small boat,8,1,テイ,8247
1457,締,tighten:tie:shut:lock:fasten,8,1,し.まる:し.まり:し.める:-し.め:-じ.め:テイ,7de0
1458,諦,truth:clarity:abandon:give up,8,,あきら.める:つまびらか:まこと:テイ:タイ,8ae6
1459,泥,mud:mire:adhere to:be attached to,8,2,どろ:なず.む:デイ:ナイ:デ:ニ,6ce5
1460,的,bull's eye:mark:target:object:adjective ending,4,2,まと:テキ,7684
1461,笛,flute:clarinet:pipe:whistle:bagpipe:piccolo,3,1,ふえ:テキ,7b1b
1462,摘,pinch:pick:pluck:trim:clip:summarize,8,1,つ.む:テキ,6458
1463,滴,drip:drop,8,2,しずく:したた.る:テキ,6ef4
1464,適,suitable:occasional:rare:qualified:capable,5,2,かな.う:テキ,9069
1465,敵,enemy:foe:opponent,5,1,かたき:あだ:かな.う:テキ,6575
1466,溺,drown:indulge,8,,いばり:おぼ.れる:デキ:ジョウ:ニョウ,6eba
1467,迭,transfer:alternation,8,1,テツ,8fed
1468,哲,philosophy:clear,8,1,さとい:あきらか:テツ,54f2
1469,鉄,iron,3,2,くろがね:テツ,9244
1470,徹,penetrate:clear:pierce:strike home:sit up (all night),8,1,テツ,5fb9
1471,撤,remove:withdraw:disarm:dismantle:reject:exclude,8,1,テツ,64a4
1472,天,heavens:sky:imperial,1,4,あまつ:あめ:あま-:テン,5929
1473,典,code:ceremony:law:rule,4,1,テン:デン,5178
1474,店,store:shop,2,4,みせ:たな:テン,5e97
1475,点,spot:point:mark:speck:decimal point,2,2,つ.ける:つ.く:た.てる:さ.す:とぼ.す:とも.す:ぼち:テン,70b9
1476,展,unfold:expand,6,2,テン,5c55
1477,添,annexed:accompany:marry:suit:meet:satisfy:attach:append:garnish:imitate,8,1,そ.える:そ.う:テン,6dfb
1478,転,revolve:turn around:change,3,3,ころ.がる:ころ.げる:ころ.がす:ころ.ぶ:まろ.ぶ:うたた:うつ.る:くる.めく:テン,8ee2
1479,塡,fill in:fill up:make good,8,,はま.る:うず.める:は.める:ふさ.ぐ:テン:チン,5861
1480,田,rice field:rice paddy,1,3,た:デン,7530
1481,伝,transmit:go along:walk along:follow:report:communicate:legend:tradition,4,2,つた.わる:つた.える:つた.う:つだ.う:-づた.い:つて:デン:テン,4f1d
1482,殿,Mr.:hall:mansion:palace:temple:lord,8,2,との:-どの:デン:テン,6bbf
1483,電,electricity,2,4,デン,96fb
1484,斗,Big Dipper:ten sho (vol):sake dipper:dots and cross radical (no. 68),8,1,ト:トウ,6597
1485,吐,spit:vomit:belch:confess:tell (lies),8,1,は.く:つ.く:ト,5410
1486,妬,jealous:envy,8,,ねた.む:そね.む:つも.る:ふさ.ぐ:ト:ツ,59ac
1487,徒,on foot:junior:emptiness:vanity:futility:uselessness:ephemeral thing:gang:set:party:people,4,2,いたずら:あだ:ト,5f92
1488,途,route:way:road,8,2,みち:ト,9014
1489,都,metropolis:capital:all:everything,3,3,みやこ:ト:ツ,90fd
1490,渡,transit:ford:ferry:cross:import:deliver:diameter:migrate,8,2,わた.る:-わた.る:わた.す:ト,6e21
1491,塗,paint:plaster:daub:smear:coating,8,2,ぬ.る:ぬ.り:まみ.れる:ト,5857
1492,賭,gamble:wager:bet,8,,か.ける:かけ:ト,8ced
1493,土,soil:earth:ground:Turkey,1,4,つち:ド:ト,571f
1494,奴,guy:slave:manservant:fellow,8,1,やつ:やっこ:ド,5974
1495,努,toil:diligent:as much as possible,4,2,つと.める:ド,52aa
1496,度,degrees:occurrence:time:counter for occurrences:consider:attitude,3,3,たび:-た.い:ド:ト:タク,5ea6
1497,怒,angry:be offended,8,2,いか.る:おこ.る:ド:ヌ,6012
1498,刀,sword:saber:knife,2,1,かたな:そり:トウ,5200
1499,冬,winter,2,3,ふゆ:トウ,51ac
1500,灯,lamp:a light:light:counter for lights,4,2,ひ:ほ-:ともしび:とも.す:あかり:トウ,706f
1501,当,hit:right:appropriate:himself,2,2,あ.たる:あ.たり:あ.てる:あ.て:まさ.に:まさ.にべし:トウ,5f53
1502,投,throw:discard:abandon:launch into:join:invest in:hurl:give up:sell at a loss,3,2,な.げる:-な.げ:トウ,6295
1503,豆,beans:pea:midget,3,1,まめ:まめ-:トウ:ズ,8c46
1504,東,east,2,4,ひがし:トウ,6771
1505,到,arrival:proceed:reach:attain:result in,8,2,いた.る:トウ,5230
1506,逃,escape:flee:shirk:evade:set free,8,2,に.げる:に.がす:のが.す:のが.れる:トウ,9003
1507,倒,overthrow:fall:collapse:drop:break down,8,2,たお.れる:-だお.れ:たお.す:さかさま:さかさ:さかしま:トウ,5012
1508,凍,frozen:congeal:refrigerate,8,2,こお.る:こご.える:こご.る:い.てる:し.みる:トウ,51cd
1509,唐,T'ang:China:foreign,8,1,から:トウ,5510
1510,島,island,3,2,しま:トウ,5cf6
1511,桃,peach,8,1,もも:トウ,6843
1512,討,chastise:attack:defeat:destroy:conquer,6,1,う.つ:トウ,8a0e
1513,透,transparent:permeate:filter:penetrate,8,1,す.く:す.かす:す.ける:とう.る:とう.す:トウ,900f
1514,党,party:faction:clique,6,2,なかま:むら:トウ,515a
1515,悼,lament:grieve over,8,1,いた.む:トウ,60bc
1516,盗,steal:rob:pilfer,8,2,ぬす.む:ぬす.み:トウ,76d7
1517,陶,pottery:porcelain,8,1,すえ:トウ,9676
1518,塔,pagoda:tower:steeple,8,2,トウ,5854
1519,搭,board:load (a vehicle):ride,8,1,トウ,642d
1520,棟,ridgepole:ridge,8,1,むね:むな-:トウ,68df
1521,湯,hot water:bath:hot spring,3,2,ゆ:トウ,6e6f
1522,痘,pox:smallpox,8,1,トウ,75d8
1523,登,ascend:climb up,3,2,のぼ.る:あ.がる:トウ:ト:ドウ:ショウ:チョウ,767b
1524,答,solution:answer,2,3,こた.える:こた.え:トウ,7b54
1525,等,etc.:and so forth:class (first):quality:equal:similar,3,2,ひと.しい:など:-ら:トウ,7b49
1526,筒,cylinder:pipe:tube:gun barrel:sleeve,8,2,つつ:トウ,7b52
1527,統,overall:relationship:ruling:governing,5,1,す.べる:ほび.る:トウ,7d71
1528,稲,rice plant,8,1,いね:いな-:トウ:テ,7a32
1529,踏,step:trample:carry through:appraise:evade payment,8,1,ふ.む:ふ.まえる:トウ,8e0f
1530,糖,sugar,6,1,トウ,7cd6
1531,頭,head:counter for large animals,2,3,あたま:かしら:-がしら:かぶり:トウ:ズ:ト,982d
1532,謄,mimeograph:copy,8,1,トウ,8b04
1533,藤,wisteria,8,1,ふじ:トウ:ドウ,85e4
1534,闘,fight:war,8,1,たたか.う:あらそ.う:トウ,95d8
1535,騰,leaping up:jumping up:rising:advancing:going,8,1,あが.る:のぼ.る:トウ,9a30
1536,同,same:agree:equal,2,3,おな.じ:ドウ,540c
1537,洞,den:cave:excavation,8,1,ほら:ドウ,6d1e
1538,胴,trunk:torso:hull (ship):hub of wheel,8,1,ドウ,80f4
1539,動,move:motion:change:confusion:shift:shake,3,3,うご.く:うご.かす:ドウ,52d5
1540,堂,public chamber:hall,4,3,ドウ,5802
1541,童,juvenile:child,3,2,わらべ:ドウ,7ae5
1542,道,road-way:street:district:journey:course:moral:teachings,2,4,みち:いう:ドウ:トウ,9053
1543,働,work:(kokuji),4,3,はたら.く:ドウ,50cd
1544,銅,copper,5,2,あかがね:ドウ,9285
1545,導,guidance:leading:conduct:usher,5,2,みちび.く:ドウ,5c0e
1546,瞳,pupil (of eye),8,1,ひとみ:ドウ:トウ,77b3
1547,峠,mountain peak:mountain pass:climax:crest:(kokuji),8,1,とうげ,5ce0
1548,匿,hide:shelter:shield,8,1,かくま.う:トク,533f
1549,特,special,4,3,トク,7279
1550,得,gain:get:find:earn:acquire:can:may:able to:profit:advantage:benefit,4,2,え.る:う.る:トク,5f97
1551,督,coach:command:urge:lead:supervise,8,1,トク,7763
1552,徳,benevolence:virtue:goodness:commanding respect,5,1,トク,5fb3
1553,篤,fervent:kind:cordial:serious:deliberate,8,1,あつ.い:トク,7be4
1554,毒,poison:virus:venom:germ:harm:injury:spite,4,2,ドク,6bd2
1555,独,single:alone:spontaneously:Germany,5,2,ひと.り:ドク:トク,72ec
1556,読,read,2,4,よ.む:-よ.み:ドク:トク:トウ,8aad
1557,栃,horse chestnut:(kokuji),8,,とち,6803
1558,凸,convex:beetle brow:uneven,8,1,でこ:トツ,51f8
1559,突,stab:protruding:thrust:pierce:prick:collision:sudden,8,2,つ.く:トツ:カ,7a81
1560,届,deliver:reach:arrive:report:notify:forward,6,2,とど.ける:-とど.け:とど.く:カイ,5c4a
1561,屯,barracks:police station:camp:ton,8,1,たむろ:トン,5c6f
1562,豚,pork:pig,8,1,ぶた:トン,8c5a
1563,頓,suddenly:immediately:in a hurry:arrange:stay in place:bow:kowtow,8,,にわか.に:とん.と:つまず.く:とみ.に:ぬかずく:トン:トツ,9813
1564,貪,covet:indulge in,8,,むさぼ.る:タン:ドン:トン,8caa
1565,鈍,dull:slow:foolish:blunt,8,2,にぶ.い:にぶ.る:にぶ-:なま.る:なまく.ら:ドン,920d
1566,曇,cloudy weather:cloud up,8,2,くも.る:ドン,66c7
1567,丼,bowl:bowl of food,8,,どんぶり:トン:タン:ショウ:セイ,4e3c
1568,那,what?,8,1,なに:なんぞ:いかん:ナ:ダ,90a3
1569,奈,Nara:what?,8,1,いかん:からなし:ナ:ナイ:ダイ,5948
1570,内,inside:within:between:among:house:home,2,2,うち:ナイ:ダイ,5185
1571,梨,pear tree,8,1,なし:リ,68a8
1572,謎,riddle:puzzle:enigma:hint:tip,8,,なぞ:メイ:ベイ,8b0e
1573,鍋,pot:pan:kettle,8,,なべ:カ,934b
1574,南,south,2,4,みなみ:ナン:ナ,5357
1575,軟,soft,8,2,やわ.らか:やわ.らかい:ナン,8edf
1576,難,difficult:impossible:trouble:accident:defect,6,2,かた.い:-がた.い:むずか.しい:むづか.しい:むつか.しい:-にく.い:ナン,96e3
1577,二,two:two radical (no. 7),1,4,ふた:ふた.つ:ふたたび:ニ:ジ,4e8c
1578,尼,nun,8,1,あま:ニ,5c3c
1579,弐,II:two:second,8,1,ふた.つ:そえ:ニ:ジ,5f10
1580,匂,fragrant:stink:glow:insinuate:(kokuji),8,,にお.う:にお.い:にお.わせる,5302
1581,肉,meat,2,3,しし:ニク,8089
1582,虹,rainbow,8,1,にじ:コウ,8679
1583,日,day:sun:Japan:counter for days,1,4,ひ:-び:-か:ニチ:ジツ,65e5
1584,入,enter:insert,1,4,い.る:-い.る:-い.り:い.れる:-い.れ:はい.る:ニュウ:ジュ,5165
1585,乳,milk:breasts,6,2,ちち:ち:ニュウ,4e73
1586,尿,urine,8,1,ゆばり:いばり:しと:ニョウ,5c3f
1587,任,responsibility:duty:term:entrust to:appoint,5,2,まか.せる:まか.す:ニン,4efb
1588,妊,pregnancy,8,1,はら.む:みごも.る:ニン:ジン,598a
1589,忍,endure:bear:put up with:conceal:secrete:spy:sneak,8,1,しの.ぶ:しの.ばせる:ニン,5fcd
1590,認,acknowledge:witness:discern:recognize:appreciate:believe,6,2,みと.める:したた.める:ニン,8a8d
1591,寧,rather:preferably:peaceful:quiet:tranquility,8,1,むし.ろ:ネイ,5be7
1592,熱,heat:temperature:fever:mania:passion,4,2,あつ.い:ネツ,71b1
1593,年,year:counter for years,1,4,とし:ネン,5e74
1594,念,wish:sense:idea:thought:feeling:desire:attention,4,2,ネン,5ff5
1595,捻,twirl:twist:play with,8,,ね.じる:ねじ.る:ひね.くる:ひね.る:ネン:ジョウ,637b
1596,粘,sticky:glutinous:greasy:persevere,8,1,ねば.る:ネン,7c98
1597,燃,burn:blaze:glow,5,2,も.える:も.やす:も.す:ネン,71c3
1598,悩,trouble:worry:in pain:distress:illness,8,2,なや.む:なや.ます:なや.ましい:なやみ:ノウ,60a9
1599,納,settlement:obtain:reap:pay:supply:store,6,1,おさ.める:-おさ.める:おさ.まる:ノウ:ナッ:ナ:ナン:トウ,7d0d
1600,能,ability:talent:skill:capacity,5,2,よ.く:ノウ,80fd
1601,脳,brain:memory,6,2,のうずる:ノウ:ドウ,8133
1602,農,agriculture:farmers,3,2,ノウ,8fb2
1603,濃,concentrated:thick:dark:undiluted,8,2,こ.い:ノウ,6fc3
1604,把,grasp:faggot:bunch:counter for bundles,8,1,ハ:ワ,628a
1605,波,waves:billows:Poland,3,2,なみ:ハ,6ce2
1606,派,faction:group:party:clique:sect:school,6,1,ハ,6d3e
1607,破,rend:rip:tear:break:destroy:defeat:frustrate,5,2,やぶ.る:やぶ.れる:わ.れる:ハ,7834
1608,覇,hegemony:supremacy:leadership:champion,8,1,はたがしら:ハ:ハク,8987
1609,馬,horse,2,2,うま:うま-:ま:バ,99ac
1610,婆,old woman:grandma:wet nurse,8,1,ばば:ばあ:バ,5a46
1611,罵,abuse:insult,8,,ののし.る:バ,7f75
1612,拝,worship:adore:pray to,6,2,おが.む:おろが.む:ハイ,62dd
1613,杯,counter for cupfuls:wine glass:glass:toast,8,2,さかずき:ハイ,676f
1614,背,stature:height:back:behind:disobey:defy:go back on:rebel,6,2,せ:せい:そむ.く:そむ.ける:ハイ,80cc
1615,肺,lungs,6,1,ハイ,80ba
1616,俳,haiku:actor,6,1,ハイ,4ff3
1617,配,distribute:spouse:exile:rationing,3,2,くば.る:ハイ,914d
1618,排,repudiate:exclude:expel:reject:line up:arrange,8,1,ハイ,6392
1619,敗,failure:defeat:reversal,4,2,やぶ.れる:ハイ,6557
1620,廃,abolish:obsolete:cessation:discarding:abandon,8,1,すた.れる:すた.る:ハイ,5ec3
1621,輩,comrade:fellow:people:companions,8,1,-ばら:やから:やかい:ともがら:ハイ,8f29
1622,売,sell,2,3,う.る:う.れる:バイ,58f2
1623,倍,double:twice:times:fold,3,2,バイ,500d
1624,梅,plum,4,1,うめ:バイ,6885
1625,培,cultivate:foster,8,1,つちか.う:バイ,57f9
1626,陪,obeisance:follow:accompany:attend on,8,1,バイ,966a
1627,媒,mediator:go-between,8,1,なこうど:バイ,5a92
1628,買,buy,2,4,か.う:バイ,8cb7
1629,賠,compensation:indemnify,8,1,バイ,8ce0
1630,白,white,1,4,しろ:しら-:しろ.い:ハク:ビャク,767d
1631,伯,chief:count:earl:uncle:Brazil,8,1,ハク,4f2f
1632,拍,clap:beat (music),8,1,ハク:ヒョウ,62cd
1633,泊,overnight stay:put up at:ride at anchor,8,2,と.まる:と.める:ハク,6cca
1634,迫,urge:force:imminent:spur on,8,1,せま.る:ハク,8feb
1635,剝,,,,はぐ:むく:はげる:ハク,525D
1636,舶,liner:ship,8,1,ハク,8236
1637,博,Dr.:command:esteem:win acclaim:Ph.D.:exposition:fair,4,1,ハク:バク,535a
1638,薄,dilute:thin:weak (tea):pampas grass,8,2,うす.い:うす-:-うす:うす.める:うす.まる:うす.らぐ:うす.ら-:うす.れる:すすき:ハク,8584
1639,麦,barley:wheat,2,2,むぎ:バク,9ea6
1640,漠,vague:obscure:desert:wide,8,1,バク,6f20
1641,縛,truss:arrest:bind:tie:restrain,8,1,しば.る:バク,7e1b
1642,爆,bomb:burst open:pop:split,8,2,は.ぜる:バク,7206
1643,箱,box:chest:case:bin:railway car,3,2,はこ:ソウ,7bb1
1644,箸,chopsticks,8,,はし:チョ:チャク,7bb8
1645,畑,farm:field:garden:one's specialty:(kokuji),3,2,はた:はたけ:-ばたけ,7551
1646,肌,texture:skin:body:grain,8,2,はだ:キ,808c
1647,八,eight:eight radical (no. 12),1,4,や:や.つ:やっ.つ:よう:ハチ,516b
1648,鉢,bowl:rice tub:pot:crown,8,1,ハチ:ハツ,9262
1649,発,departure:discharge:publish:emit:start from:disclose:counter for gunshots,3,3,た.つ:あば.く:おこ.る:つか.わす:はな.つ:ハツ:ホツ,767a
1650,髪,hair of the head,8,2,かみ:ハツ,9aea
1651,伐,fell:strike:attack:punish,8,1,き.る:そむ.く:う.つ:バツ:ハツ:カ:ボチ,4f10
1652,抜,slip out:extract:pull out:pilfer:quote:remove:omit,8,2,ぬ.く:-ぬ.く:ぬ.き:ぬ.ける:ぬ.かす:ぬ.かる:バツ:ハツ:ハイ,629c
1653,罰,penalty:punishment,8,1,ばっ.する:バツ:バチ:ハツ,7f70
1654,閥,clique:lineage:pedigree:faction:clan,8,1,バツ,95a5
1655,反,anti-,3,2,そ.る:そ.らす:かえ.す:かえ.る:-かえ.る:ハン:ホン:タン:ホ,53cd
1656,半,half:middle:odd number:semi-:part-,2,4,なか.ば:ハン,534a
1657,氾,spread out:wide,8,,ひろ.がる:ハン,6c3e
1658,犯,crime:sin:offense,5,2,おか.す:ハン:ボン,72af
1659,帆,sail,8,1,ほ:ハン,5e06
1660,汎,pan-,8,,ただよ.う:ひろ.い:ハン:ブ:フウ:ホウ:ホン,6c4e
1661,伴,consort:accompany:bring with:companion,8,1,ともな.う:ハン:バン,4f34
1662,判,judgement:signature:stamp:seal,5,2,わか.る:ハン:バン,5224
1663,坂,slope:incline:hill,3,2,さか:ハン,5742
1664,阪,heights:slope,8,,さか:ハン,962a
1665,板,plank:board:plate:stage,3,2,いた:ハン:バン,677f
1666,版,printing block:printing plate:edition:impression:label,5,2,ハン,7248
1667,班,squad:corps:unit:group,6,1,ハン,73ed
1668,畔,paddy ridge:levee,8,1,あぜ:くろ:ほとり:ハン,7554
1669,般,carrier:carry:all:general:sort:kind,8,2,ハン,822c
1670,販,marketing:sell:trade,8,2,ハン,8ca9
1671,斑,spot:blemish:speck:patches,8,,ふ:まだら:ハン,6591
1672,飯,meal:boiled rice,4,3,めし:ハン,98ef
1673,搬,conveyor:carry:transport,8,1,ハン,642c
1674,煩,anxiety:trouble:worry:pain:ill:annoy:nuisance:irksome,8,1,わずら.う:わずら.わす:うるさ.がる:うるさ.い:ハン:ボン,7169
1675,頒,distribute:disseminate:partition:understand,8,1,わか.つ:ハン,9812
1676,範,pattern:example:model,8,1,ハン,7bc4
1677,繁,luxuriant:thick:overgrown:frequency:complexity:trouble,8,1,しげ.る:しげ.く:ハン,7e41
1678,藩,clan:enclosure,8,1,ハン,85e9
1679,晩,nightfall:night,6,2,バン,6669
1680,番,turn:number in a series,2,2,つが.い:バン,756a
1681,蛮,barbarian,8,1,えびす:バン,86ee
1682,盤,tray:shallow bowl:platter:tub:board:phonograph record,8,1,バン,76e4
1683,比,compare:race:ratio:Philippines,5,2,くら.べる:ヒ,6bd4
1684,皮,pelt:skin:hide:leather:skin radical (no. 107),3,2,かわ:ヒ,76ae
1685,妃,queen:princess,8,1,きさき:ヒ,5983
1686,否,negate:no:noes:refuse:decline:deny,6,2,いな:いや:ヒ,5426
1687,批,criticism:strike,6,2,ヒ,6279
1688,彼,he:that:the,8,2,かれ:かの:か.の:ヒ,5f7c
1689,披,expose:open,8,1,ヒ,62ab
1690,肥,fertilizer:get fat:fertile:manure:pamper,5,1,こ.える:こえ:こ.やす:こ.やし:ふと.る:ヒ,80a5
1691,非,un-:mistake:negative:injustice:non-,5,2,あら.ず:ヒ,975e
