kanji,meanings
冠,crown:best:peerless
勘,intuition:perception:check:compare:sixth sense
喚,yell:cry:call:scream:summon
堪,withstand:endure:support:resist
換,interchange:period:change:convert:replace:renew
翫,take pleasure in:play instrument
輝,radiance:shine:sparkle:gleam:twinkle
鬼,ghost:devil
橘,mandarin orange
究,research:study
窮,hard up:destitute:suffer:perplexed:cornered
競,emulate:compete with:bid:sell at auction:bout:contest:race
境,boundary:border:region
況,condition:situation
鏡,mirror:speculum:barrel-head:round rice-cake offering
尭,high:far
暁,daybreak:dawn:in the event
空,empty:sky:void:vacant:vacuum
窪,depression:cave in:sink:become hollow
兄,elder brother:big brother
見,see:hopes:chances:idea:opinion:look at:visible
虎,tiger:drunkard
光,ray:light
控,withdraw:draw in:hold back:refrain from:be moderate
晃,clear
腔,body cavity
克,overcome:kindly:skillfully
唆,tempt:seduce:instigate:promote
堺,world
酸,acid:bitterness:sour:tart
四,four
呪,spell:curse:charm:malediction
蒐,gather
醜,ugly:unclean:shame:bad looking
祝,celebrate:congratulate
俊,sagacious:genius:excellence
峻,high:steep
竣,end:finish
駿,a good horse:speed:a fast person
焼,bake:burning
深,deep:heighten:intensify:strengthen
甚,tremendously:very:great:exceedingly
税,tax:duty
窃,stealth:steal:secret:private:hushed
説,opinion:theory:explanation:rumor
穿,put on (to the feet):dig:pierce:drill
窓,window:pane
続,continue:series:sequel
脱,undress:removing:escape from:get rid of:be left out:take off
探,grope:search:look for
窒,plug up:obstruct
兆,portent:10**12:trillion:sign:omen:symptoms
挑,challenge:contend for:make love to
眺,stare:watch:look at:see:scrutinize
跳,hop:leap up:spring:jerk:prance:buck:splash:sputter:snap
銚,sake bottle
纏,wear:wrap:tie:follow around:collect
党,party:faction:clique
桃,peach
逃,escape:flee:shirk:evade:set free
涜,defile:blaspheme:ditch
禿,become bald:bare:wear out:waste away:little girl employed at a brothel
読,read
突,stab:protruding:thrust:pierce:prick:collision:sudden
廃,abolish:obsolete:cessation:discarding:abandon
売,sell
晩,nightfall:night
匹,equal:head:counter for small animals:roll of cloth
菱,diamond (shape):water chestnut:rhombus
彪,spotted:mottled:patterned:small tiger
勉,exertion:endeavour:encourage:strive:make effort:diligent
娩,bear (children)
貌,form:appearance:countenance
睦,intimate:friendly:harmonious
幌,canopy:awning:hood:curtain
魔,witch:demon:evil spirit
融,dissolve:melt
窯,kiln:oven:furnace
耀,shine:sparkle:gleam:twinkle
陸,land:six
凌,endure:keep (rain)out:stave off:tide over:defy:slight:surpass
稜,angle:edge:corner:power:majesty
陵,mausoleum:imperial tomb:mound:hill
价,man with shellfish kanji
佻,frivolity
俛,look down:diligent
倪,stare
倥,boorish:urgent
傀,large
僥,luck:seek:desire
兀,high & level:lofty:bald:dangerous
兒,child:young of animals
兌,exchange
兢,discreet:careful
竸,contest:race
冏,light:clear:bright
况,still more:still less
剋,victory
吮,suck
啌,angry voice:gargle:throat
圀,country
奐,clear:bright
姚,beautiful
尅,subdue:destroy:overcome
崚,mountains towering in a row
嵬,high and flat
嶢,high:towering
巍,high
帶,belt:girdle:band:strap:zone
廛,fine residence:shop:store
忱,sincere
恍,unclear:senile:stupid:joke
悛,amend
悗,be perplexed
愧,feel ashamed:shy
憺,calm:quiet:move
戡,victory
擔,carry:bear:undertake
撓,bend:train:lithe
攜,carry (in hand):armed with:bring along
斟,dip water:estimate
晄,clear
晁,proper name
曉,dawn:daybreak:clear:explicit
梭,shuttle
椶,hemp palm
椹,type of cypress
槐,type of Japanese pagoda tree
橈,oar:scull:paddle
檐,eaves
殼,husk:nut shell
泗,name of a Chinese river:snivel
洸,sparkling water
淕,sleet:slush:name of a wetland
渙,scatter
滉,deep and broad
滯,block up:obstruct:stagnant
澆,sprinkle:thing:shallow:frivolous
濳,hide:conceal:secrete:hidden
澹,calm:quiet:bland:rocking:rippling:suffice
烱,light:clear
煥,shine
燒,burn:bake:heat:roast
牘,letter
犢,calf
猊,lion:the seat of a famous priest
獻,offer:present:show:display
琥,jewelled utensil
瑰,strange
痲,measles:paralysis
皃,countenance:appearance
皴,wrinkles:cracking:creases
睨,glaring at:authority:power:scowl at
瞻,look at
碪,stone slab used for washing clothes:an anvil
磽,rocky:barren
禝,proper name
稷,millet
穹,sky
窈,quiet
窗,window:pane
窕,quiet
竈,hearth:kitchen stove
窰,brick kiln:furnace:coal mine pit
竅,hole:cave
竄,flee
窿,vault (of sky):dome
邃,deep:profound
竇,hole:doorway:ditch
竊,steal:secret:private:hushed
筅,bamboo whisk for tea-making
箜,type of harp
簷,eaves
糂,mixing rice into soup
鬻,sell:deal in:rice gruel
絖,white rice
繞,surround:return
續,continue:carry on:succeed
纔,a little
罕,bird-catching net:rare
羌,barbarian
翹,excellence
胱,bladder
膈,diaphragm
膣,vagina
膽,gall bladder:bravery:courage
莵,dodder (plant)
蔆,water chestnut
蔕,calyx:stem
蕘,firewood
薐,spinach
藐,make light of:far away:beautiful
號,mark:sign:symbol:number
蛻,insect moulting
蟯,intestinal worm
蟾,toad
裔,descendant:border
褫,rob
覿,meet:see
誂,order
謖,arise
譎,deceive
譫,delirious talk
讀,read:study:pronounce
讒,defamation
貎,lion:wild beast:wild horse
贍,have enough of:add to
贖,redeem
躔,movement of the sun/moon through the heavens
輓,pull
逡,saunter:go back
逵,broad road
遞,hand over:deliver:substitute
遶,surround
邊,edge:margin:side:border
鍖,unsatisfactory
鐃,gong
鑁,name
隗,high:steep
霓,rainbow
竟,end:finally
餽,give:provide
饒,abundant
饕,be greedy:be ravenous
駟,four horses
驍,strong:good horse:gallant:brave:ferocious
鬩,quarrel
鬲,tripod
魄,soul:spirit
魏,high:large:Kingdom of Wei
魍,spirits of mountains and streams
魘,have a nightmare
鯢,salamander:female whale:small fish:old person's teeth
鯱,fabulous dolphin-like fish:killer whale:(kokuji)
鷸,kingfisher:snipe
麑,fawn
黷,make dirty:become dirty
堯,high:far
込,crowded:mixture:in bulk:included:(kokuji)
兪,affirmative response:relaxed:at ease
叺,straw bag:(kokuji)
圦,sluice:spout:floodgate:penstock:(kokuji)
杁,sluice:spout:floodgate:penstock:(kokuji)
柩,bier:coffin
窩,cave:pouch
糴,sell (grain):auction
蹣,staggering:tottering
鳰,grebe:(kokuji)
異,uncommon:different:queerness:strangeness:wonderful:curious:unusual
溢,overflow:inundate:spill
窺,lie in wait:spy on:reconnoiter
叡,intelligence:imperial
益,benefit:gain:profit:advantage
沿,run alongside:follow along:run along:lie along
演,performance:act:play:render:stage
鉛,lead
翁,venerable old man
黄,yellow
寡,widow:minority:few
介,jammed in:shellfish:mediate:concern oneself with
貝,shellfish
基,fundamentals:radical (chem):counter for machines:foundation
旗,national flag:banner:standard
期,period:time:date:term
棋,chess piece:Japanese chess:shogi
欺,deceit:cheat:delude
挙,raise:plan:project:behavior:actions
共,together:both:neither:all:and:alike:with
恭,respect:reverent
興,entertain:revive:retrieve:interest:pleasure
倶,both
具,tool:utensil:means:possess:ingredients:counter for armor, suits, sets of furniture
虞,fear:uneasiness:anxiety:concern:expectation:consideration
穴,hole:aperture:slit:cave:den
呉,give:do something for:kingdom of Wu
娯,recreation:pleasure
誤,mistake:err:do wrong:mislead
公,public:prince:official:governmental
巷,fork in road:scene:arena:theater
港,harbor
塞,close:shut:cover:block:obstruct
斯,this:thus:such:verbal pause
松,pine tree
訟,sue:accuse
慎,humility:be careful:discreet:prudent
真,true:reality:Buddhist sect
船,ship:boat
全,whole:entire:all:complete:fulfill
曾,once:before:formerly:ever:never:ex-
総,general:whole:all:full:total
聡,wise:fast learner
俗,vulgar:customs:manners:worldliness:mundane things
其,that
只,only:free:in addition
谷,valley
鎮,tranquilize:ancient peace-preservation centers
填,fill in
顛,overturn:summit:origin
寅,sign of the tiger:3-5AM:third sign of Chinese zodiac
硲,ravine:gorge:gap:(kokuji)
頒,distribute:disseminate:partition:understand
鋲,rivet:tack:thumbtack:(kokuji)
浜,seacoast:beach:seashore
貧,poverty:poor
分,part:minute of time:segment:share:degree:one's lot:duty:understand:know:rate:1%:chances:shaku/100
扮,impersonate:dress up:disguise:thin shingles
紛,distract:be mistaken for:go astray:divert
雰,atmosphere:fog
兵,soldier:private:troops:army:warfare:strategy:tactics
盆,basin:lantern festival:tray
槙,twig:ornamental evergreen
箕,winnowing
裕,abundant:rich:fertile
輿,palanquin:bier:public opinion:the earth
容,contain:form:looks
溶,melt:dissolve:thaw
熔,fuse:melt
蓉,lotus
慾,covetousness:greed:passion:desire:craving
欲,longing:covetousness:greed:passion:desire:craving
浴,bathe:be favored with:bask in
兮,auxiliary word for euphony or emphasis
卻,instead:on the contrary:rather
厮,cut:divide:companion:follower
叭,open
吩,give an order:sprout forth
咫,short:span
嗔,be angry
嘶,neigh:whinny
囂,noisy:boisterous
囎,used in place names:(kokuji)
壑,valley
岔,fork in a road
峪,ravine
嶼,island
巓,summit
廣,broad:wide:spacious
廝,servant
忿,be angry
惧,fear:be afraid of:dread
愼,care:chastity
憙,rejoice:like:prefer:exclamation
撕,warn against:break:rend:tear
擧,raise:plan:project:behavior:actions
擴,broaden:extend:expand:enlarge
攀,climb:scale
曠,wide:worthless
朞,one period
枩,pine tree:fir tree
枌,pine tree
枳,trifoliate orange tree:thorny tree used for hedges
梹,areca nut:betel nut
棊,Japanese chess
榕,evergreen mulberry
歟,interrogative particle
氛,air:atmosphere:weather
汾,name of a Chinese river
浚,dredge:drag:clean
淇,name of a Chinese river
淞,name of a Chinese river
濬,deep:dredge
爨,cook:boil
瓮,jar:jug:container
瓰,decigram:(kokuji)
癜,leucoderma:piebald skin
癲,insanity
盻,glare at:toil
眞,truth:reality:Buddhist sect
睿,intelligence:imperial
瞋,be angry
礦,mine:mineral:ore
祺,fortunate:blessed:peace of mind:security
稘,straw:one year
穃,(no known meaning; S&H uses jabberwocky words)
簧,flute reed
籏,flag:banner
臀,buttocks:hips:butt:rear
與,participate in:give:award:impart:provide:cause
舩,boat:ship:vessel
芬,perfume
茣,mat:matting
菘,type of rape plant
蓊,flower stalk:vigorous growth
蚣,centipede:grasshopper
蜈,centipede
諡,posthumous name
譽,fame:reputation:praise
谺,tree spirit
逧,ravine:valley:(kokuji)
邉,edge:margin:side:border
郤,crevice:interstice
釁,smear with blood
釟,forge:temper:anneal
釡,kettle:cauldron:iron pot
鎰,unit of weight
鎔,fuse:melt
鑛,ore
韆,swing:trapeze
頌,eulogy
颶,storm
騏,fast horse
鬆,loose:dishevelled:pore:cavity in overboiled daikon
鰌,loach (fish)
鴪,flying fast:swooping
鶲,crested flycatcher:peewee
鷆,yellow-white mottled songbird
鷏,yellow-white mottled songbird
麌,stag:buck:hart
麒,Chinese unicorn:genius:giraffe:bright:shining
黌,school
黹,sewing radical (no. 204)
鼕,beating of drums
奥,heart:interior
襖,opaque sliding door
岡,mount:hill:knoll
禍,calamity:misfortune:evil:curse
過,overdo:exceed:go beyond:error
滑,slippery:slide:slip:flunk
桐,paulownia
愚,foolish:folly:absurdity:stupid
偶,accidentally:even number:couple:man & wife:same kind
寓,temporary abode:imply:suggest
遇,meet:encounter:interview:treat:entertain:receive:deal with
隅,corner:nook
献,offering:counter for drinks:present:offer
向,yonder:facing:beyond:confront:defy:tend toward:approach
構,posture:build:pretend
溝,gutter:ditch:sewer:drain:10**32
綱,hawser:class (genus):rope:cord:cable
講,lecture:club:association
鋼,steel
剛,sturdy:strength
骨,skeleton:bone:remains:frame
周,circumference:circuit:lap
週,week
尚,esteem:furthermore:still:yet
廠,workshop
鯛,sea bream:red snapper
凋,wither:droop:lame
彫,carve:engrave:chisel
調,tune:tone:meter:key (music):writing style:prepare:exorcise:investigate:harmonize:mediate
筒,cylinder:pipe:tube:gun barrel:sleeve
同,same:agree:equal
洞,den:cave:excavation
胴,trunk:torso:hull (ship):hub of wheel
銅,copper
鍋,pot:pan:kettle
南,south
楠,camphor tree
幣,cash:bad habit:humble prefix:gift:Shinto offerings of cloth:rope:cut paper
箆,spatula:arrow shaft
繭,cocoon
網,netting:network
麗,lovely:beautiful:graceful:resplendent
侖,think:be methodical
儷,companion
囘,round
册,counter for books:volume
刪,cut down
厰,workshop
咼,crooked mouth:evil:dishonest
喃,chatter:rattle on
嚮,guide:direct:incline to:favor
堝,crucible:melting pot
墺,land:shore:Austria
崗,hill
幤,Shinto zigzag paper offerings:bad habit:humble prefix:gift
恫,painful:fearful
惆,grieve over:be disappointed
惘,unclear:be astonished
慵,languid
懊,in distress:provoking:irritating:impatient:vexed
敞,high and flat:broad:spacious
斃,kill:die violent death
旃,woollen cloth
暼,setting sun
棡,mast crossbeam
淌,flow
澳,curving shoreline:bend in river
灑,sprinkle:wash:free and easy
炯,light:clear
燠,embers
猾,crafty
瑁,ancient Chinese imperial jewels
瓊,red jewel:beautiful jewel
磆,stone implement
礇,jewel
禺,long-tailed monkey
稠,density
簓,bamboo whisk:(kokuji)
粡,unpolished rice
絅,thin silk
綢,be clothed in:tie:detailed:fine
萬,ten thousand:10,000
萵,lettuce
蜩,clear-toned cicada
蝸,snail
辭,words:speech:expression:phrase
迥,far:distant
遖,bravo:admirable:(kokuji)
雕,carving
霙,sleet
餉,(dried) boiled rice
骭,leg:shin
骰,dice:bones
骼,bleached bones
髀,thigh
髑,skull
鶻,falcon:eagle
鼈,snapping turtle:fresh-water turtle
愛,love:affection:favourite
壱,one (in documents)
運,carry:luck:destiny:fate:lot:transport:progress:advance
営,occupation:camp:perform:build:conduct (business)
栄,flourish:prosperity:honor:glory:splendor
鴬,nightingale:bush warbler
撹,disturb:throw into confusion
殻,husk:nut shell
覚,memorize:learn:remember:awake:sober up
学,study:learning:science
揮,brandish:wave:wag:swing:shake
帰,homecoming:arrive at:lead to:result in
軍,army:force:troops:war:battle
慶,jubilation:congratulate:rejoice:be happy
蛍,lightning-bug:firefly
穀,cereals:grain
索,cord:rope:searching:inquiring
写,copy:be photographed:describe
受,accept:undergo:answer (phone):take:get:catch:receive
授,impart:instruct:grant:confer
綬,ribbon
瞬,wink:blink:twinkle
舜,type of morning glory:rose of Sharon:althea
償,reparation:make up for:recompense:redeem
嘗,once:before:formerly:ever:never:ex-:lick:lap up:burn up:taste:undergo:underrate:despise
掌,manipulate:rule:administer:conduct:palm of hand
裳,skirt
賞,prize:reward:praise
冗,superfluous:uselessness
常,usual:ordinary:normal:common:regular:continually:always:long-lasting
擾,disturb:throw into confusion
畳,tatami mat:counter for tatami mats:fold:shut up:do away with
侵,encroach:invade:raid:trespass:violate
寝,lie down:sleep:rest:bed:remain unsold
浸,immersed:soak:dip:steep:moisten:wet:dunk
掃,sweep:brush
滞,stagnate:be delayed:overdue:arrears
塚,hillock:mound
堂,public chamber:hall
婦,lady:woman:wife:bride
冨,enrich:wealthy:abundant
勃,suddenness:rise
夢,dream:vision:illusion
蒙,ignorance:darkness:get:receive:be subjected to:sustain:Mongolia
優,tenderness:excel:surpass:actor:superiority:gentleness
憂,melancholy:grieve:lament:be anxious:sad:unhappy
労,labor:thank for:reward for:toil:trouble
儚,fleeting:fickle
儻,excel:surpass:if:perhaps
冢,mound:hillock
冩,write:draw:sketch:compose
冪,power:exponent
勞,thank for:reward for
噎,choke:smother
營,camp:perform:build:conduct (business)
嚔,sneeze
嚏,sneeze
塋,cemetery
壺,jar:pot
壹,number one
孛,comet:dark:obscure
學,learning:knowledge:school
寢,sleep:rest:bed chamber
帚,broom
彙,same kind:collect:classify:category:hedgehog
悖,be contrary
愨,respectful:sincerely
懿,beautiful:splendid
戞,lance:tap or strike lightly
撈,catch fish
擡,lift:raise
暈,halo:corona:fade
暉,shine:light
曖,dark:not clear
曚,darkness
朦,dim:obscure
棠,wild pear tree:crabapple tree
榮,flourish:prosperity:honour:glory:splendour
榾,chip (of wood)
檬,lemon tree
鬱,gloom:depression:melancholy:luxuriant
歸,homecoming:arrive at:lead to:result in
殪,die:bury
渾,all:turbidity
渤,place name
濛,dark
犖,brindled cow:bright:excel
琿,jewel
瑩,clear
甍,roof tile:tiled roof
甞,lick:lap up:burn up:taste:undergo:underrate:despise
當,bear:accept:undertake:just
疊,tatami:counter for tatami mats:fold:shut up:do away with
疂,counter for tatami mats:fold
癆,rash:pain:debilitation
皸,skin cracks or roughness
皹,skin cracks or roughness
瞠,stare intently
瞹,hidden:unclear
矇,blind
礑,bottom:base:slap:bang:all of a sudden
箒,broom
臺,stand:counter for vehicles
艨,fighting ship
菷,broom
葷,garlic
蕣,rose of Sharon:althea
薨,die
薹,seed pod
螢,firefly
蟐,toad:mantis:(kokuji)
螳,mantis
蟷,mantis
蠑,newt:turban shell
蠧,worm-eaten
褌,loincloth
襠,gusset:gore
覺,memorize
諢,joke:jest:colloquial
轂,hub (of wheel)
鐺,chain:tip of a scabbard:flatiron
饐,go bad:sour
駸,speed:horses running
鶯,nightingale
鶤,type of black songbird
鷽,long-tailed bird:dove:bullfinch
黨,party:faction:clique
茨,briar:thorn
鰯,sardine:(kokuji)
羽,feathers:counter for birds, rabbits
楽,music:comfort:ease
翰,letter:writing brush
凝,congeal:freeze:stiff:be absorbed in
冴,be clear:serene:cold:skilful
姿,figure:form:shape
諮,consult with
資,assets:resources:capital:funds:data:be conducive to:contribute to
次,next:order:sequence
弱,weak:frail
習,learn
渋,astringent:hesitate:reluctant:have diarrhea
准,quasi-:semi-:associate
摺,rub:fold:print (on cloth)
凄,uncanny:weird:threatening:horrible
摂,vicarious:surrogate:act in addition to:take in:absorb
扇,fan:folding fan
煽,fan:flap:instigate:agitate:bolster up:gulp down
溺,drown:indulge
盗,steal:rob:pilfer
謬,mistake
翻,flip:turn over:wave:flutter:change (mind)
冶,melting:smelting
薬,medicine:chemical:enamel:gunpowder:benefit
翌,the following:next
塁,bases:fort:rampart:walls:base(ball)
冷,cool:cold (beer, person):chill
冰,ice:hail
冽,cold
凅,wither:droop:lame
勠,combine:join forces
凖,correspond to:proportionate to:conform:imitate
咨,investigate
唹,laugh:smile
嫋,supple:pliant:delicate:slender
寥,lonely
嵶,mountain pass
廖,empty:name
恣,selfish:arbitrary
慴,fear:threaten
憑,depend:rely:evidence:proof:according to:possess:haunt
戮,kill
挧,Japanese horse chestnut
搦,bind:tie:approx.
搨,trace:rub a copy of a stone inscription
摎,tie into a bundle:coil around
擽,tickle:funny
栩,type of oak
榻,chair
樛,bend:droop:undulate:to entwine:to be clad in
檪,oak used for charcoal
歙,come together:meet:put away:store
淤,mud:silt:clog up:obstruct
瀚,wide & large
爍,shine:melt
瓷,high quality porcelain
礫,small stones
粢,millet:rice cakes
繆,error:wrap around
翅,(insect) wings:fly:merely
翆,color green:kingfisher
翊,flying:assist:help:respect
翕,gather
翔,soar:fly
翡,kingfisher
翦,scissors:cut:clip:annihilate
翳,hold aloft
聚,assemble
膠,glue:isinglass
蒻,a kind of water plant
蓼,luxurious grass:a smartweed
褶,pleats
軣,rumble:explosion:blast
轢,run over
醪,unrefined sake or shoyu
鈞,equal:important point
鏐,gold
鑠,melt:be charmed:captivated
閼,obstruct:conceal
韵,rhyme:vowel
馮,displeasure:proper name
鮗,gizzard shad:(kokuji)
鯲,loach:lamprey:(kokuji)
鶸,siskin:greenfinch:light yellow-green
凱,victory song
馨,fragrant:balmy:favourable
机,desk:table
飢,hungry:starve
拠,foothold:based on:follow:therefore
夙,bright and early:long ago:early in life
処,dispose:manage:deal with:sentence:condemn:act:behave:place
凪,lull:calm:(kokuji)
肌,texture:skin:body:grain
鳳,male mythical bird
猟,game-hunting:shooting:game:bag
佩,wear:put on (a sword)
處,place:locale:department
凩,wintry wind:(kokuji)
凰,female phoenix bird
咒,spell:curse:malediction
珮,bauble:jewel
薇,an edible fern
諷,hint:satirize
頽,decline:slide
鳧,wild duck:end:suffix
鳬,wild duck:end:suffix
凹,concave:hollow:sunken
画,brush-stroke:picture
缶,tin can:container:jar radical (no. 121)
歯,tooth:cog
淘,select
悩,trouble:worry:in pain:distress:illness
脳,brain:memory
函,box (archaic)
揺,swing:shake:sway:rock:tremble:vibrate
謡,song:sing:ballad:noh chanting
遥,far off:distant:long ago
齢,age
凾,box
匈,turmoil:Hungary
啣,hold in mouth or between teeth
嚥,swallow
寶,treasure:jewel:precious:rare
屆,reach:arrive:report:notify:forward
徭,compulsory service to the state:corvee
恟,fear
掣,pull back:restrain
掏,pickpocket
搖,wag:swing:wave:shake:scull
旆,flag
洶,gush forth:surge
涵,immerse
瑶,beautiful as a jewel
綯,twist:make rope
缸,urn
罌,vase
罍,liquor jar
罐,steam boiler (left side only)
臙,rouge
艷,luster:glaze:polish:charm:colorful:captivating
蓆,straw mat:matting
蔗,sugar cane
謠,chant (esp. Noh):folksong:ballad
讌,banquet
豐,bountiful:excellent:rich
蹠,sole of foot
鬯,fragrant herbs:spiced liqueur:grow:spread
鷂,sparrow hawk
鷓,partridge
齔,losing baby teeth:child
齣,a paragraph:section
齟,uneven:bite:disagree
齠,baby teeth:young child
齦,gums
齬,irregular teeth
齪,grating the teeth
齷,grating the teeth:fretful
解,unravel:notes:key:explanation:understanding:untie:undo:solve:answer:cancel:absolve:explain:minute
拐,kidnap:falsify
蟹,crab
初,first time:beginning
召,seduce:call:send for:wear:put on:ride in:buy:eat:drink:catch (cold)
招,beckon:invite:summon:engage
昭,shining:bright
沼,marsh:lake:bog:swamp:pond
照,illuminate:shine:compare:bashful
紹,introduce:inherit:help
詔,imperial edict
切,cut:cutoff:be sharp
超,transcend:super-:ultra-
粉,flour:powder:dust
辺,environs:boundary:border:vicinity
貿,trade:exchange
溜,collect:gather:be in arrears
留,detain:fasten:halt:stop
瑠,lapis lazuli
刄,blade:sword:edge
刧,threat:long ages
剪,clip:snip:cut
劈,break:tear:split
辧,manage:do:handle:deal with
劭,recommend:work hard:beautiful
叨,truly:graciously:gratuitously:ravenously
囹,prison
屶,used in proper names:(kokuji)
廨,government office
彜,moral principle
懈,laziness
挈,carry by hand
朷,type of tree
枴,cane:walking stick
榴,pomegranate
瘤,lump:swelling
砌,time:occasion
竕,decilitre:(kokuji)
籀,a style of calligraphy
粱,high quality rice
茘,scallion:small onion
蠏,crab
貂,marten:sable
迢,far off:distant
邂,meet unexpectedly
邵,place name
釖,knife:sword
霤,raindrops falling from the eaves:eaves
靱,soft:pliable:quiver
韶,beautiful:emperor Shun's music
髫,children's long hair:small child
鰡,type of fish:mullet
甥,nephew
伽,nursing:attending:entertainer
加,add:addition:increase:join:include:Canada
嘉,applaud:praise:esteem:happy:auspicious
架,erect:frame:mount:support:shelf:construct
茄,eggplant
迦,(used phonetically)
賀,congratulations:joy
駕,vehicle:palanquin:litter:hitch up an animal
協,co-:cooperation
脅,threaten:coerce
勤,diligence:become employed:serve
筋,muscle:sinew:tendon:fiber:plot:plan:descent
袈,a coarse camlet
功,achievement:merits:success:honor:credit
劫,threat:long ages
捌,handle:deal with:dispose of:sell:be in demand:be worldly:be frank:be sensible:be sociable:drainage:sale:demand for:eight
助,help:rescue:assist
鋤,spade up:plow
男,male
努,toil:diligent:as much as possible
別,separate:branch off:diverge:fork:another:extra:specially
募,recruit:campaign:gather (contributions):enlist:grow violent
務,task:duties
霧,fog:mist
勇,courage:cheer up:be in high spirits:bravery:heroism
湧,boil:ferment:seethe:uproar:breed
幼,infancy:childhood
虜,captive:barbarian:low epithet for the enemy
励,encourage:be diligent:inspire
肋,rib
脇,armpit:the other way:another place:flank:supporting role
仂,surplus or excess:remainder
劬,become tired:work busily
劼,be careful:hard:strive
勁,strong
勗,be diligent
勦,destroy:steal
飭,correct:rectify
勵,strive:encourage
勸,persuade:recommend:advise:encourage:offer
娚,loud talking
嬲,sport with:ridicule:tease
嫐,frolic:play with:flirt with
恊,threaten
懃,courtesy
拗,crooked:twisted:distorted:perverted:cross
朸,carrying pole
枷,shackles:irons:handcuffs:bonds
沒,not:have not:none:to drown:sink
珈,ornamental hairpin
痂,scab:dry up:slough
笳,reed flute
舅,father-in-law
莇,Chinese matrimony vine:tilling public fields:corvee:surname
跏,sitting in the lotus position
踴,jump:dance:leap:skip
釛,gold
勒,halter and bit
黝,black
絢,brilliant fabric design
易,easy:ready to:simple:fortune-telling:divination
謁,audience:audience (with king)
鈎,hook:barb:gaff:brackets
潟,lagoon
喝,hoarse:scold
渇,thirst:dry up:parch
葛,arrowroot:kudzu
褐,brown:woollen kimono
鞄,suitcase:bag:briefcase
危,dangerous:fear:uneasy
掬,scoop up water with the hand
菊,chrysanthemum
鞠,ball
急,hurry:emergency:sudden:steep
朽,decay:rot:remain in seclusion
驚,wonder:be surprised:frightened:amazed
句,phrase:clause:sentence:passage:paragraph:counter for haiku
狗,puppy:dog
駒,pony:horse:colt
掲,put up (a notice):put up:hoist:display:hang out:publish:describe
敬,awe:respect:honor:revere
警,admonish:commandment
勾,be bent:slope:capture
巧,adroit:skilled:ingenuity
拘,arrest:seize:concerned:adhere to:despite
衡,equilibrium:measuring rod:scale
号,nickname:number:item:title:pseudonym:name:call
忽,in a moment:instantly:all of a sudden:neglect:disregard
旬,decameron:ten-day period:season (for specific products)
殉,martyrdom:follow by resigning
象,elephant:pattern after:imitate:image:shape:sign (of the times)
燭,light:candlepower
色,color
趨,run:go:quick:tend towards
雛,chick:squab:duckling:doll
脆,brittle:fragile:easy to beat:sentimental:susceptible
像,statue:picture:image:figure:portrait
濁,voiced:uncleanness:wrong:nigori:impurity
陶,pottery:porcelain
萄,grape vine:wild grape
匂,fragrant:stink:glow:insinuate:(kokuji)
負,defeat:negative:-:minus:bear:owe:assume a responsibility
葡,wild grape:Portugal
物,thing:object:matter
吻,proboscis
包,wrap:pack up:cover:conceal
庖,kitchen
抱,embrace:hug:hold in arms
泡,bubbles:foam:suds:froth
砲,cannon:gun
胞,placenta:sac:sheath
飽,sated:tired of:bored:satiate
与,bestow:participate in:give:award:impart:provide:cause:gift:godsend
佝,foolish:stooped over
偈,verse in praise of Buddha:fast:healthy:rest
刎,decapitate
甸,region around the imperial capital:outskirts
匐,crawl
咆,bark:roar:get angry
啗,allure:entice
囑,request:send a message
垉,collapse:break
寫,be photographed:copy:describe
屬,genus:subordinate official:belong:affiliated
徇,herald:announce:follow:obey:seek:lay down one's life
怐,foolish:fear
恂,sincere:fear:sudden:blinking
曷,why:how:when
枸,quince tree
枹,gong stick:drum stick:type of tree
栲,sumac:cloth woven from tree fibres
椈,oak
檠,straighten a bow:lamp stand
歇,exhausted:out of
歿,die
洵,alike:truth
瀉,evacuation
炮,burn:roast
煦,warm
獨,alone:spontaneously:Germany
疱,smallpox:blister
皰,pimple
皺,wrinkles:creases:folds
矚,look intently
碣,round stone:monument
竭,end:exhaust
筍,bamboo shoot
粤,alas
羯,barbarian
臈,year-end sacrifice:dried meat
芻,grass cutting:hay
苟,any:at all:in the least
苞,husk:bract:straw wrapper:souvenir gift:bribe
荀,type of plant:proper name
萢,bog:wetlands:used in proper names:(kokuji)
蒭,to cut grass:hay:fodder
蒟,devil's tongue (plant)
蔔,giant radish:daikon
藜,goosefoot:wild spinach
藹,flourishing:luxuriant:harmonize:graceful:noble:refined
蚫,abalone:dried fish:surname
蜀,green caterpillar:Szechwan
蝎,scorpion
蠍,scorpion
袍,coat
觸,touch:feel:hit:proclaim:announce:conflict:contact
詢,consult with
鞫,investigate a crime
跪,kneel
躅,tap with the feet:ruins
遏,stop:suppress
鄒,place name
鉤,hook:barb:gaff:brackets
鉋,carpenter's plane
閻,town
陷,fall into:cave in:fall (castle):slide into
雹,hail
靄,mist:haze:fog
靤,pimple
鞨,leather boots:drum:tribe name
髱,topknot:bun:coiled hairknot
鮑,abalone
麁,rough:crude:coarse
麭,sticky rice ball
嘘,lie:falsehood
姥,old woman
穎,heads of grain:cleverness
頴,heads of grain:cleverness
燕,swallow (bird)
化,change:take the form of:influence:enchant:delude:-ization
花,flower
貨,freight:goods:property
椛,autumn foliage:birch:maple:(kokuji)
戯,frolic:play:sport
