kanji,num,meaning,radicals,kanji_in_concept_meaning,h2_concept,h3_concept
哺,1819,suckle,丶十口用,suckle,Body_(身),Bodily_Functions
捕,1820,catch,丶十用扌,,,
補,1821,supplement,丶十用衤,,,
舗,1822,pavement,丶十口土用个,,,
母,1823,mother,,mother,People_(人),Family_(家_/_族)
募,1824,recruit,力大日艹,,,
墓,1825,grave,土大日艹,,,
慕,1826,pining,大心日艹,adoration or reverence,Emotions_and_Senses_(感),Emotions_(情)
暮,1827,livelihood,大日艹,sunset,Time_(時),Divisions_of_the_Day
簿,1828,register,丶十寸田竹氵,,,
方,1829,direction,,honorable person,People_(人),Roles_and_status
包,1830,wrap,勹己,,,
芳,1831,perfume,方艹,fragrant,Emotions_and_Senses_(感),Senses
邦,1832,home country,丿二.阝,,,
奉,1833,observance,｜丿二人大,,,
宝,1834,treasure,丶宀玉,treasure or wealth,Human_activities,Money_(銭)_and_Commerce_(商)
抱,1835,embrace,勹己扌,,,
放,1836,release,攴方,,,
法,1837,method,厶土氵,,,
泡,1838,bubbles,勹己氵,,,
胞,1839,placenta,勹己月,,,
俸,1840,salary,｜丿二人大亻,salary,Human_activities,Money_(銭)_and_Commerce_(商)
倣,1841,emulate,攴方亻,,,
峰,1842,summit,｜夂山,mountain or peak,Nature,Land_(陸)_and_Topography
砲,1843,cannon,勹口己石,,,
崩,1844,crumble,山月,,,
訪,1845,visit,方言,,,
報,1846,report,亠十卩又土立辛,inform,Human_activities,Language_(語)_and_Communication
蜂,1847,bee,｜夂虫,bee,Nature,Animals_(獣)
豊,1848,bountiful,｜口日豆丷,,,
飽,1849,sated,勹己食,,,
褒,1850,praise,亠口小衣亻,,,
縫,1851,sew,｜夂糸辶,to sew,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
亡,1852,deceased,亠,,,
乏,1853,scarce,丶丿乙亠,,,
忙,1854,busy,亠忄亡,,,
坊,1855,boy,土方,"boy, sonny",People_(人),General
妨,1856,disturb,女方,,,
忘,1857,forget,亠心亡,,,
防,1858,prevent,方阝.,,,
房,1859,tassel,戸方,,,
肪,1860,obese,方月,,,
某,1861,so-and-so,木甘,,,
冒,1862,risk,日目,,,
剖,1863,divide,口立刂,"to halve, split in two",Numbers_(数),Calculations_(算)
紡,1864,spinning,方糸,to spin or weave,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
望,1865,hope,月玉亡,,,
傍,1866,bystander,亠冖方立亻丷,,,
帽,1867,cap,巾日目,hat,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
棒,1868,rod,｜丿二人大木,rod,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
貿,1869,trade,刀厶貝,trade,Human_activities,Money_(銭)_and_Commerce_(商)
貌,1870,appearance,儿白豸,,,
暴,1871,outburst,｜二八日水井,violent rage,Emotions_and_Senses_(感),Emotions_(情)
膨,1872,swell,十口土彡月豆丷,,,
謀,1873,conspire,木甘言,,,
頰,1874,cheek,,,,
北,1875,north,匕爿,North,Directions_(方)_and_Spatial_Relationships,
木,1876,tree,,wood,Nature,Plants_(植)_and_Trees_(樹)
朴,1877,crude,卜木,,,
牧,1878,breed,攴牛,pasture,Nature,Land_(陸)_and_Topography
睦,1879,harmonious,儿土目,,,
僕,1880,me,玉羊亻丷,I or me,People_(人),General
墨,1881,black ink,土里黒灬,,,
撲,1882,slap,人玉羊丷扌,,,
没,1883,drown,殳氵,,,
勃,1884,rise,冖力十子,,,
堀,1885,ditch,｜土尸山,ditch,Nature,Land_(陸)_and_Topography
本,1886,book,木,book,Human_activities,Language_(語)_and_Communication
奔,1887,bustle,丿十大廾,,,
翻,1888,flip,冫田米羽釆,,,
凡,1889,mediocre,丶几,,,
盆,1890,basin,八刀皿,basin or tray,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
麻,1891,hemp,广木,flax or hemp,Nature,Plants_(植)_and_Trees_(樹)
摩,1892,chafe,广手木麻,,,
磨,1893,grind,口广木石麻,,,
魔,1894,witch,儿匕广木田鬼麻,demon,Human_activities,Religion_(宗)_and_the_Supernatural_World
毎,1895,every,毋,every,Numbers_(数),Counting_(計)_&_Sequence_(序)
妹,1896,younger sister,｜二亠八女木,younger sister,People_(人),Family_(家_/_族)
枚,1897,sheet of...,攴木,counter for flat things,Numbers_(数),Counters_(個)
昧,1898,foolish,｜二亠八日木,,,
埋,1899,bury,土里,,,
幕,1900,curtain,大巾日艹,curtain,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
膜,1901,membrane,大日月艹,,,
枕,1902,pillow,丿乙冖尢木,pillow,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
又,1903,or again,,,,
末,1904,end,｜亠八木,,,
抹,1905,rub,｜亠八木扌,,,
万,1906,ten thousand,｜丿,"10,000",Numbers_(数),
満,1907,full,｜二冂山氵,,,
慢,1908,ridicule,又日网忄,,,
漫,1909,cartoon,又日网氵,,,
未,1910,not yet,｜二亠八木,,,
味,1911,flavor,｜二亠八口木,,,
魅,1912,fascination,｜二亠儿八匕木田鬼,,,
岬,1913,headland,｜山日田,headland,Nature,Land_(陸)_and_Topography
密,1914,secrecy,丶丿宀山心,,,
蜜,1915,honey,丶丿宀心虫,honey,Food_(食)_and_Drink_(飲),
脈,1916,vein,厂斤月,vein,Body_(身),General_2
妙,1917,exquisite,丿女小,,,
民,1918,people,口氏,people,People_(人),General
眠,1919,sleep,口氏目,sleep,Body_(身),Bodily_Functions
矛,1920,halberd,マ,,,
務,1921,duty,力夂矛,,,
無,1922,nothing,｜丿灬,,,
夢,1923,dream,冖夕网艹,dream,Body_(身),Bodily_Functions
霧,1924,fog,力夂矛雨,fog,Nature,Weather
娘,1925,daughter,女艮,daughter,People_(人),Family_(家_/_族)
名,1926,name,口夕,name,People_(人),Family_(家_/_族)
命,1927,fate,卩口个,,,
明,1928,bright,日月,light,Nature,Weather
迷,1929,astray,米辶,confusion,Emotions_and_Senses_(感),Emotions_(情)
冥,1930,dark,亠八冖日,dark,Nature,Weather
盟,1931,alliance,日月皿,,,
銘,1932,inscription,口夕金,,,
鳴,1933,chirp,口鳥灬,,,
滅,1934,destroy,丿戈火氵,,,
免,1935,excuse,｜儿勹口,,,
面,1936,face,,,,
綿,1937,cotton,巾白糸,cotton,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
麺,1938,noodles,夂面麥,noodles,Food_(食)_and_Drink_(飲),
茂,1939,overgrown,丿戈艹,,,
模,1940,imitation,大日木艹,pattern,Physical_Attributes_and_Properties,Form_and_Shape_(形)
毛,1941,hair,,fur,Nature,Animals_(獣)
妄,1942,delusion,亠女亡,,,
盲,1943,blind,亠目亡,blind,Emotions_and_Senses_(感),Senses
耗,1944,decrease,｜八士木毛耒,to consume,Numbers_(数),Calculations_(算)
猛,1945,fierce,子皿犭,,,
網,1946,netting,冂糸丷亡,net,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
目,1947,eye,,eye,Body_(身),Head_(頭)_and_Neck_(首)
黙,1948,silence,犬里黒灬,,,
門,1949,gates,,,,
紋,1950,family crest,文糸,,,
問,1951,question,口門,question,Human_activities,Language_(語)_and_Communication
冶,1952,melting,冫厶口,,,
夜,1953,night,亠夕亻,night,Time_(時),Divisions_of_the_Day
野,1954,field,亅矛里,field,Nature,Land_(陸)_and_Topography
弥,1955,all the more,丿亅小弓,,,
厄,1956,unlucky,卩厂,,,
役,1957,service,彳殳,,,
約,1958,promise,丶勹糸,,,
訳,1959,translate,丶尸言,,,
薬,1960,medicine,冫日木艹,drug,Body_(身),Health_(体)
躍,1961,leap,口彐足隹,,,
闇,1962,darkness,日立門音,dark,Nature,Weather
由,1963,reason,｜日田,,,
油,1964,oil,｜日田氵,oil,Nature,Natural_Substances
喩,1965,metaphor,口月个刂,,,
愉,1966,pleasure,月个刂忄,,,
諭,1967,rebuke,月言个刂,,,
輸,1968,transport,月車个刂,,,
癒,1969,healing,心月疒个刂,heal,Body_(身),Health_(体)
唯,1970,solely,口隹,,,
友,1971,friend,丿又,friend,People_(人),Roles_and_status
有,1972,have,丿月,,,
勇,1973,courage,力田マ,,,
幽,1974,seclude,｜凵幺,dark or hidden,Human_activities,Religion_(宗)_and_the_Supernatural_World
悠,1975,permanence,｜夂心攴亻,,,
郵,1976,mail,｜丿.阝,,,
湧,1977,boil,力田マ氵,,,
猶,1978,furthermore,酉丷犭,,,
裕,1979,abundant,八口谷个衤,,,
遊,1980,play,子方辶,,,
雄,1981,male,丿厶隹,,,
誘,1982,entice,禾言乃,,,
憂,1983,melancholy,冖夂心自,worry,Emotions_and_Senses_(感),Emotions_(情)
融,1984,dissolve,儿冂口虫鬲,,,
優,1985,superior,冖夂心白亻,,,
与,1986,give,勹卜,,,
予,1987,in advance,亅マ,,,
余,1988,leave over,亅二八示个,,,
誉,1989,reputation,言丷尚,,,
預,1990,deposit,亅欠貝頁マ,,,
幼,1991,infancy,力幺,,,
用,1992,use,,,,
羊,1993,sheep,玉丷,sheep,Nature,Animals_(獣)
妖,1994,bewitching,丿大女,goblin or yōkai,Human_activities,Religion_(宗)_and_the_Supernatural_World
洋,1995,ocean,玉羊丷氵,ocean,Nature,Land_(陸)_and_Topography
要,1996,need,女襾,,,
容,1997,contain,八口宀穴谷个,,,
庸,1998,commonplace,广彐用聿,,,
揚,1999,hoist,日扌勿,to fry,Food_(食)_and_Drink_(飲),Cooking_(炊)
揺,2000,swing,凵干爪缶扌,,,
葉,2001,leaf,木艹世,leaf,Nature,Plants_(植)_and_Trees_(樹)
陽,2002,sunshine,日阝.勿,Yang principle,Human_activities,Religion_(宗)_and_the_Supernatural_World
溶,2003,melt,八口宀穴谷个氵,,,
腰,2004,loins,女月襾,waist,Body_(身),Torso_and_organs
様,2005,formal title,木水玉羊丷,,,
瘍,2006,boil (medical),丿勹日疒,ulcer,Body_(身),Health_(体)
踊,2007,jump,口用足マ,jump,Body_(身),Actions
窯,2008,kiln,儿宀玉穴羊丷灬,kiln or stove,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
養,2009,foster,玉羊食丷,,,
擁,2010,embrace,亠隹扌,,,
謡,2011,noh chanting,凵干爪缶言,"song, noh chant",Human_activities,Culture
曜,2012,day of the week,彐日隹,day of week,Time_(時),Divisions_of_the_Year
抑,2013,repress,卩扌,,,
沃,2014,fertility,丿大氵,,,
浴,2015,bathe,八口谷个氵,,,
欲,2016,longing,八口欠谷个,desire,Emotions_and_Senses_(感),Emotions_(情)
翌,2017,the following,冫立羽,the following,Numbers_(数),Counting_(計)_&_Sequence_(序)
翼,2018,wing,｜二八冫田羽井,wing,Nature,Animals_(獣)
拉,2019,crush,立扌,,,
裸,2020,naked,木田衤,,,
羅,2021,gauze,糸网隹,,,
来,2022,come,｜二亠木米,to come,Directions_(方)_and_Spatial_Relationships,Movement
雷,2023,thunder,田雨,thunder,Nature,Weather
頼,2024,trust,｜八口木貝頁,,,
絡,2025,entwine,口夂糸,,,
落,2026,fall,口夂氵艹,to fall,Directions_(方)_and_Spatial_Relationships,Movement
酪,2027,dairy products,口夂酉,dairy products,Food_(食)_and_Drink_(飲),
辣,2028,bitter,｜十口木立辛,spicy,Emotions_and_Senses_(感),Senses
乱,2029,riot,乙口舌,,,
卵,2030,egg,丶丿卜,egg,Food_(食)_and_Drink_(飲),
覧,2031,perusal,丿二臣見,,,
濫,2032,excessive,丿二皿臣氵,,,
藍,2033,indigo,丿二皿臣艹,indigo,Physical_Attributes_and_Properties,Colours_(色)
欄,2034,column,｜日木田門,,,
吏,2035,officer,丶丿口,,,
利,2036,profit,禾刂,,,
里,2037,village,,countryside,Nature,Land_(陸)_and_Topography
理,2038,reason,玉里,reason,Emotions_and_Senses_(感),Judgment_(評)
痢,2039,diarrhea,疒禾刂,diarrhea,Body_(身),Health_(体)
裏,2040,back,亠衣里,rear,Directions_(方)_and_Spatial_Relationships,
履,2041,footgear,夂尸彳日,footwear,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
璃,2042,glassy,亠凵玉禸,,,
離,2043,detach,亠凵禸隹,,,
陸,2044,land,儿土阝.,,,
立,2045,stand up,,stand up,Body_(身),Actions
律,2046,law,彳聿,,,
慄,2047,fear,木襾忄,fear,Emotions_and_Senses_(感),Emotions_(情)
略,2048,abbreviation,口夂田,,,
柳,2049,willow,卩木,willow,Nature,Plants_(植)_and_Trees_(樹)
流,2050,stream,亠厶巛氵,,,
留,2051,detain,刀厶田,,,
竜,2052,dragon,乙田立,dragon,Human_activities,Religion_(宗)_and_the_Supernatural_World
粒,2053,grains,立米,grain,Food_(食)_and_Drink_(飲),
隆,2054,hump,夂生阝.,,,
硫,2055,sulphur,亠厶口巛石,sulphur,Nature,Natural_Substances
侶,2056,companion,｜口亻,,,
旅,2057,trip,丿方,to travel,Directions_(方)_and_Spatial_Relationships,Movement
虜,2058,captive,力匕卜厂田虍,,,
慮,2059,prudence,匕卜厂心田虍,,,
了,2060,finish,亅,,,
両,2061,both,｜冂山,both,Numbers_(数),Counting_(計)_&_Sequence_(序)
良,2062,good,艮,good,Emotions_and_Senses_(感),Judgment_(評)
料,2063,fee,斗米,fee,Human_activities,Money_(銭)_and_Commerce_(商)
涼,2064,refreshing,亠口小氵,,,
猟,2065,game-hunting,几用尚犭,,,
陵,2066,mausoleum,儿土夂阝.,,,
量,2067,quantity,日里,,,
僚,2068,colleague,小日亻,colleague,People_(人),Roles_and_status
領,2069,territory,卩貝頁个,,,
寮,2070,dormitory,宀小日个丷,,,
療,2071,heal,小日疒个丷,heal,Body_(身),Health_(体)
瞭,2072,clear,小日目个丷,,,
糧,2073,provisions,日米里,,,
力,2074,power,,power,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
緑,2075,green,彐水糸隶,green,Physical_Attributes_and_Properties,Colours_(色)
林,2076,woods,木,grove,Nature,Plants_(植)_and_Trees_(樹)
厘,2077,thousandth,厂里,(around 0.3 mm),Numbers_(数),Units_of_Measurement_(測)
倫,2078,ethics,｜亅个亻冊,,,
輪,2079,wheel,｜車个冊,counter for flowers or wheels,Numbers_(数),Counters_(個)
隣,2080,neighboring,夕米舛阝.,neighbour,People_(人),Roles_and_status
臨,2081,look to,丿口臣品,,,
瑠,2082,lapis lazuli,刀厶玉田,,,
涙,2083,tears,大戸氵,tear,Body_(身),Bodily_Functions
累,2084,accumulate,田糸,,,
塁,2085,bases,冫土田,,,
類,2086,sort,大米貝頁,,,
令,2087,orders,卩个,,,
礼,2088,thanks,乙礻,,,
冷,2089,cool,冫卩个,cold,Nature,Weather
励,2090,encourage,力厂斤,,,
戻,2091,re-,大戸,,,
例,2092,example,歹亻刂,,,
鈴,2093,small bell,卩金个,bell,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
零,2094,zero,卩雨个,0,Numbers_(数),
霊,2095,spirits,｜二雨,spirit,Human_activities,Religion_(宗)_and_the_Supernatural_World
隷,2096,slave,二士小彐水隶,underling,People_(人),Roles_and_status
齢,2097,age,凵卩止米齒个,,,
麗,2098,lovely,冂广比鹿,,,
暦,2099,calendar,厂广日木麻,calendar,Time_(時),Divisions_of_the_Year
歴,2100,curriculum,厂广木止麻,,,
列,2101,row,歹刂,"line, row",Physical_Attributes_and_Properties,Form_and_Shape_(形)
劣,2102,inferiority,丿力小,,,
烈,2103,ardent,歹刂灬,,,
裂,2104,split,歹衣刂,,,
恋,2105,romance,亠八心,love,Emotions_and_Senses_(感),Emotions_(情)
連,2106,take along,車辶,,,
廉,2107,bargain,｜八广彐丷,cheap,Human_activities,Money_(銭)_and_Commerce_(商)
練,2108,practice,｜八日木田糸,,,
錬,2109,tempering,｜八日木田金丷,,,
呂,2110,spine,口,backbone,Body_(身),Torso_and_organs
炉,2111,hearth,戸火,,,
賂,2112,bribe,口夂貝,bribe,Human_activities,Money_(銭)_and_Commerce_(商)
路,2113,road,口夂足,,,
露,2114,dew,口夂足雨,dew,Nature,Weather
老,2115,old man,,old,Time_(時),
労,2116,labour,冖力尚,,,
弄,2117,tamper with,廾玉,,,
郎,2118,son,艮.阝,"son, boy",People_(人),General
朗,2119,melodious,月艮,,,
浪,2120,wandering,艮氵,,,
廊,2121,corridor,广艮.阝,,,
楼,2122,watchtower,女木米,,,
漏,2123,leak,尸雨氵,,,
籠,2124,basket,月立竹,basket,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
六,2125,six,亠八,6,Numbers_(数),
録,2126,record,彐水金隶,,,
麓,2127,foot of a mountain,广木比鹿,foot of mountain,Nature,Land_(陸)_and_Topography
論,2128,theory,｜言个冊,discourse,Human_activities,Language_(語)_and_Communication
和,2129,peace,口禾,,,
話,2130,talk,口舌言,speak,Human_activities,Language_(語)_and_Communication
賄,2131,bribe,丿月貝,bribe,Human_activities,Money_(銭)_and_Commerce_(商)
脇,2132,aside,力月,armpit,Body_(身),Limbs_(肢)
惑,2133,beguile,口心戈,bewilderment,Emotions_and_Senses_(感),Emotions_(情)
枠,2134,frame,十木九,"border, frame",Physical_Attributes_and_Properties,Form_and_Shape_(形)
湾,2135,gulf,亠弓氵,bay or gulf,Nature,Land_(陸)_and_Topography
腕,2136,arm,卩夕宀月,arm,Body_(身),Limbs_(肢)
